Id,TagName,Count,ExcerptPostId,WikiPostId,IsModeratorOnly,IsRequired
"204","humor","7","","","",""
"206","bootstrap","1599","28220","28219","",""
"207","robust","492","79721","79720","",""
"210","text-mining","642","28334","28333","",""
"213","mathematical-statistics","6133","33251","33250","",""
"215","aic","870","21859","21858","",""
"216","sas","671","19816","19815","",""
"218","feature-selection","2085","33486","33485","",""
"219","cross-validation","2963","28325","28324","",""
"220","equivalence","131","50292","50291","",""
"221","data-transformation","2074","14288","14287","",""
"222","optimal-scaling","44","198082","198081","",""
"223","loss-functions","843","112518","112517","",""
"225","model-comparison","474","70908","70907","",""
"229","structural-equation-modeling","821","16297","16296","",""
"231","econometrics","2022","7381","7380","",""
"233","post-hoc","563","38878","38877","",""
"234","sphericity","45","76632","76631","",""
"236","bic","287","40843","40842","",""
"237","model-selection","1699","3013","3012","",""
"241","intuition","655","116533","116532","",""
"243","svm","2118","10765","10764","",""
"246","spss","1795","6137","6136","",""
"249","randomness","197","280555","280554","",""
"250","software","224","63474","63473","",""
"251","image-processing","540","43068","43067","",""
"255","random-forest","2087","63363","63362","",""
"256","factor-analysis","1038","31983","31982","",""
"257","binary-data","1112","32804","32803","",""
"260","censoring","379","66323","66322","",""
"262","search-theory","16","507468","507467","",""
"263","mixed-model","4727","2417","2416","",""
"270","real-time","53","","","",""
"272","uniform-distribution","667","28273","28272","",""
"274","reliability","447","65033","65032","",""
"275","confidence-interval","3729","18573","18572","",""
"276","credible-interval","144","218364","218363","",""
"278","mutual-information","309","158872","158871","",""
"280","degrees-of-freedom","409","65151","65150","",""
"281","multidimensional-scaling","199","38823","38822","",""
"284","multicollinearity","982","61833","61832","",""
"288","predictive-models","2333","28216","28215","",""
"289","pareto-distribution","154","79440","79439","",""
"290","data-imputation","548","28270","28269","",""
"291","control-chart","24","134054","134053","",""
"294","roc","743","41309","41308","",""
"295","efficiency","113","20541","20540","",""
"303","bioinformatics","237","62078","62077","",""
"304","careers","74","113470","113469","",""
"305","repeated-measures","2233","21857","21856","",""
"307","stata","1322","4037","4036","",""
"308","games","244","61388","61387","",""
"310","moments","489","51631","51630","",""
"312","variability","92","280580","280579","",""
"313","link-function","176","37603","37602","",""
"319","stochastic-processes","1178","65294","65293","",""
"320","wavelet","47","247395","247394","",""
"321","modeling","2270","20264","20263","",""
"323","lasso","1209","28900","28899","",""
"325","ridge-regression","630","79473","79472","",""
"328","odds-ratio","537","28305","28304","",""
"329","validation","729","64824","64823","",""
"332","funnel-plot","28","266446","266445","",""
"333","java","91","64391","64390","",""
"334","relative-risk","138","46725","46724","",""
"336","order-statistics","389","59373","59372","",""
"337","conditional-probability","1923","63459","63458","",""
"338","predictor","607","32514","32513","",""
"340","python","3731","8577","8576","",""
"341","compression","40","154921","154920","",""
"342","kullback-leibler","416","158483","158482","",""
"345","type-i-and-ii-errors","229","65560","65559","",""
"347","terminology","1412","65622","65621","",""
"348","smoothing","335","158462","158461","",""
"349","splines","452","65155","65154","",""
"351","z-statistic","58","282027","282026","",""
"353","small-sample","564","48003","48002","",""
"354","intraclass-correlation","238","67822","67821","",""
"355","aggregation","219","28280","28279","",""
"356","interpretation","1918","28453","28452","",""
"357","effect-size","768","65139","65138","",""
"358","dynamic-regression","129","9861","9860","",""
"359","standard-error","1296","28667","28666","",""
"361","negative-binomial-distribution","771","28266","28265","",""
"362","computational-statistics","619","69060","69059","",""
"364","engineering-statistics","28","","","",""
"369","plyr","2","80679","80678","",""
"373","networks","232","279683","279682","",""
"378","matlab","1243","17765","17764","",""
"379","experiment-design","1539","50711","50710","",""
"380","genetic-algorithms","146","279562","279561","",""
"383","survival","2267","33253","33252","",""
"384","hazard","324","47335","47334","",""
"389","point-process","129","218374","218373","",""
"390","cross-correlation","353","125444","125443","",""
"391","cohens-d","149","40915","40914","",""
"393","conferences","7","","","",""
"394","scale-invariance","41","","","",""
"396","partitioning","120","147381","147380","",""
"397","asymptotics","641","69301","69300","",""
"398","psychometrics","314","2601","2600","",""
"399","psychology","168","65742","65741","",""
"401","proportion","945","63404","63403","",""
"402","igraph","69","16367","16366","",""
"403","normalization","1058","14282","14281","",""
"405","markov-process","1077","28902","28901","",""
"406","association-measure","170","267004","267003","",""
"409","meta-analysis","1067","65137","65136","",""
"410","reproducible-research","75","280489","280488","",""
"412","journals","17","","","",""
"414","goodness-of-fit","998","64377","64376","",""
"416","truncation","136","238813","238812","",""
"419","cointegration","505","69311","69310","",""
"420","stationarity","1113","62162","62161","",""
"422","particle-filter","122","312006","312005","",""
"423","kalman-filter","382","62164","62163","",""
"425","multivariate-analysis","2179","21883","21882","",""
"427","missing-data","1321","64221","64220","",""
"428","topologies","20","","","",""
"430","sampling","2653","14121","14120","",""
"436","expected-value","1759","28303","28302","",""
"437","fraud-detection","39","441791","441790","",""
"438","metropolis-hastings","387","68977","68976","",""
"441","kurtosis","222","66542","66541","",""
"442","multinomial-distribution","735","28794","28793","",""
"443","cart","1101","31288","31287","",""
"446","loess","92","63087","63086","",""
"447","curve-fitting","546","139245","139244","",""
"449","monte-carlo","1099","15345","15344","",""
"451","ancova","487","21867","21866","",""
"452","philosophical","155","279572","279571","",""
"454","central-limit-theorem","628","65147","65146","",""
"455","approximation","380","139250","139249","",""
"459","rule-of-thumb","55","228451","228450","",""
"460","gpu","13","","","",""
"461","parallel-computing","42","","","",""
"462","likelihood-ratio","521","68614","68613","",""
"463","kolmogorov-smirnov-test","529","40435","40434","",""
"465","autocorrelation","1453","61881","61880","",""
"467","panel-data","1857","65135","65134","",""
"469","multilevel-analysis","1482","33488","33487","",""
"471","rating","128","259374","259373","",""
"473","non-independent","497","92319","92318","",""
"476","precision-recall","396","117992","117991","",""
"480","microarray","51","295480","295479","",""
"481","survey","974","28411","28410","",""
"486","clinical-trials","291","35793","35792","",""
"488","latent-class","108","310606","310605","",""
"489","independence","1139","62169","62168","",""
"491","business-intelligence","72","312032","312031","",""
"492","information-theory","558","33729","33728","",""
"493","discriminant-analysis","447","31987","31986","",""
"494","frailty","48","","","",""
"495","dimensionality-reduction","944","40433","40432","",""
"497","project-management","28","233303","233302","",""
"498","latent-variable","351","68627","68626","",""
"499","matrix","782","65588","65587","",""
"501","quantiles","706","38344","38343","",""
"505","nonlinear-regression","942","8946","8945","",""
"507","inference","2279","41299","41298","",""
"508","exploratory-data-analysis","239","14115","14114","",""
"509","heteroscedasticity","981","28259","28258","",""
"510","contrasts","342","139254","139253","",""
"516","log-linear","142","90804","90803","",""
"517","cross-section","149","68750","68749","",""
"518","dice","152","63299","63298","",""
"523","correspondence-analysis","135","99291","99290","",""
"529","normal-distribution","4951","20486","20485","",""
"530","splus","4","80677","80676","",""
"531","instrumental-variables","480","68712","68711","",""
"532","mode","126","69052","69051","",""
"534","histogram","480","40431","40430","",""
"538","excel","398","15654","15653","",""
"539","fractal","19","","","",""
"540","propensity-scores","415","15332","15331","",""
"541","large-data","502","55903","55902","",""
"546","biostatistics","786","63563","63562","",""
"550","genetics","211","64665","64664","",""
"551","referee","2","65511","65510","",""
"553","matplotlib","50","80776","80775","",""
"554","assumptions","794","28261","28260","",""
"556","multicore","4","","","",""
"557","tables","64","","","",""
"559","copula","414","62688","62687","",""
"560","jmp","45","65331","65330","",""
"562","dendrogram","54","79744","79743","",""
"563","boxplot","202","62404","62403","",""
"565","unbiased-estimator","616","28268","28267","",""
"569","unsupervised-learning","607","58823","58822","",""
"571","yates-correction","14","314745","314744","",""
"572","barplot","74","63374","63373","",""
"574","quality-control","145","264258","264257","",""
"575","distance-functions","315","68621","68620","",""
"579","javascript","18","80774","80773","",""
"585","c++","45","62885","62884","",""
"586","e1071","47","65323","65322","",""
"587","naive-bayes","562","86028","86027","",""
"589","random-generation","671","61386","61385","",""
"591","arima","2448","28792","28791","",""
"592","intervention-analysis","161","28774","28773","",""
"597","gibbs","367","62620","62619","",""
"601","marginal-distribution","364","68824","68823","",""
"602","matrix-decomposition","271","254219","254218","",""
"603","svd","369","40438","40437","",""
"605","numerics","127","94287","94286","",""
"608","sql","37","80705","80704","",""
"616","graphical-model","454","158458","158457","",""
"617","manova","399","19849","19848","",""
"619","reinforcement-learning","927","90946","90945","",""
"620","recommender-system","433","66505","66504","",""
"621","optimization","2323","28535","28534","",""
"622","stepwise-regression","282","65167","65166","",""
"623","lognormal-distribution","552","62166","62165","",""
"628","fixed-effects-model","839","32711","32710","",""
"629","matrix-inverse","134","210672","210671","",""
"631","simulation","1502","30438","30437","",""
"632","bugs","122","40521","40520","",""
"633","sign-test","29","198321","198320","",""
"636","interaction","2024","33484","33483","",""
"639","elastic-net","255","184175","184174","",""
"640","regularization","1176","99598","99597","",""
"641","dlm","78","80780","80779","",""
"642","ggplot2","219","8362","8361","",""
"644","ranks","119","115544","115543","",""
"648","mgcv","290","65326","65325","",""
"652","history","183","18635","18634","",""
"653","calibration","214","70887","70886","",""
"656","descriptive-statistics","1525","62322","62321","",""
"661","partial-least-squares","229","93186","93185","",""
"663","rpart","128","28282","28281","",""
"667","error-propagation","253","68570","68569","",""
"669","bounds","216","","","",""
"673","optimal-stopping","39","","","",""
"675","resampling","351","65816","65815","",""
"676","extreme-value","512","35463","35462","",""
"685","bradley-terry-model","40","238821","238820","",""
"688","graph-theory","336","71183","71182","",""
"691","sums-of-squares","186","279557","279556","",""
"694","r-squared","856","47332","47331","",""
"697","split-plot","84","158885","158884","",""
"700","threshold","206","358562","358561","",""
"703","diagnostic","297","139257","139256","",""
"704","signal-detection","90","92489","92488","",""
"708","residuals","1394","38342","38341","",""
"712","interactive-visualization","38","","","",""
"717","ranking","562","62160","62159","",""
"720","levenes-test","99","28278","28277","",""
"721","weighted-mean","200","62442","62441","",""
"722","deviance","188","67819","67818","",""
"725","odds","168","65328","65327","",""
"726","delta-method","144","10756","10755","",""
"730","weka","197","64374","64373","",""
"731","linear-model","1958","28224","28223","",""
"732","trend","546","79086","79085","",""
"733","spatio-temporal","100","74031","74030","",""
"735","gnuplot","6","80778","80777","",""
"736","tukey-hsd-test","181","158883","158882","",""
"737","dirichlet-distribution","278","68540","68539","",""
"738","gamma-distribution","728","29148","29147","",""
"739","integral","303","311770","311769","",""
"740","mediation","366","65169","65168","",""
"742","multiple-regression","4535","10273","10272","",""
"743","publication-bias","36","207079","207078","",""
"746","simpsons-paradox","50","391451","391450","",""
"748","white-noise","145","241125","241124","",""
"749","units","51","158887","158886","",""
"753","jags","292","29931","29930","",""
"754","fourier-transform","173","280557","280556","",""
"755","rotation","44","325607","325606","",""
"758","generative-models","224","311974","311973","",""
"759","nls","104","22111","22110","",""
"760","meta-regression","161","87546","87545","",""
"761","self-organizing-maps","87","140159","140158","",""
"762","stratification","212","147547","147546","",""
"764","errors-in-variables","69","79453","79452","",""
"770","state-space-models","297","128793","128792","",""
"771","chow-test","46","69108","69107","",""
"772","change-point","242","252048","252047","",""
"778","non-central","75","284230","284229","",""
"779","t-distribution","391","63090","63089","",""
"781","confounding","275","47317","47316","",""
"783","binning","221","63445","63444","",""
"786","non-response","37","229203","229202","",""
"787","max-margin","9","","","",""
"788","pivot","39","62936","62935","",""
"791","composite","78","","","",""
"793","zipf","33","","","",""
"796","churn","70","139275","139274","",""
"800","structural-change","150","336236","336235","",""
"801","functional-data-analysis","109","84223","84222","",""
"802","measurement-error","451","65145","65144","",""
"804","bias","888","40683","40682","",""
"805","independent-component-analysis","68","45196","45195","",""
"807","mixture-distribution","411","8842","8841","",""
"808","notation","493","50413","50412","",""
"809","kruskal-wallis-test","351","62406","62405","",""
"813","likert","574","30618","30617","",""
"816","pie-chart","21","","","",""
"820","granger-causality","213","68986","68985","",""
"823","decision-theory","265","502763","502762","",""
"825","generalized-estimating-equations","289","28241","28240","",""
"826","conjoint-analysis","63","57082","57081","",""
"827","function","189","139261","139260","",""
"828","matching","364","160590","160589","",""
"829","case-control-study","137","65339","65338","",""
"830","arma","251","40832","40831","",""
"832","rapidminer","25","80782","80781","",""
"835","finite-population","95","","","",""
"839","latent-semantic-analysis","46","25280","25279","",""
"840","index-decomposition","15","","","",""
"843","queueing","88","280572","280571","",""
"847","ab-test","264","21881","21880","",""
"849","interval-censoring","81","66321","66320","",""
"850","mathematica","52","9856","9855","",""
"851","profile-likelihood","58","312215","312214","",""
"854","scatterplot","262","62518","62517","",""
"855","importance","287","136414","136413","",""
"856","k-means","937","38517","38516","",""
"857","logrank-test","56","","","",""
"861","maximum-entropy","162","279568","279567","",""
"863","tobit-regression","126","68962","68961","",""
"865","cox-model","1114","40440","40439","",""
"869","covariance","1429","28929","28928","",""
"873","gaussian-process","852","68411","68410","",""
"875","probit","335","37600","37599","",""
"881","path-model","108","","","",""
"883","weighted-sampling","132","229035","229034","",""
"886","multivariate-regression","301","50297","50296","",""
"887","f-test","289","50528","50527","",""
"890","exponential-smoothing","228","47851","47850","",""
"892","observational-study","166","310469","310468","",""
"905","f-distribution","92","79438","79437","",""
"908","checking","20","497651","497650","",""
"911","distance","641","139247","139246","",""
"912","metric","323","67118","67117","",""
"913","biplot","52","81216","81215","",""
"915","repeatability","32","","","",""
"917","blocking","124","280577","280576","",""
"923","neuroimaging","35","197329","197328","",""
"924","bivariate","272","158485","158484","",""
"926","auc","478","40836","40835","",""
"927","glmnet","407","48858","48857","",""
"930","identifiability","187","175570","175569","",""
"934","nonparametric-bayes","79","65352","65351","",""
"938","regression-coefficients","1615","66456","66455","",""
"939","numpy","136","80695","80694","",""
"941","knowledge-discovery","19","","","",""
"942","bonferroni","312","60291","60290","",""
"945","autoregressive","769","65143","65142","",""
"951","sequential-analysis","106","34386","34385","",""
"956","conditional-expectation","664","76941","76940","",""
"957","power-law","145","45325","45324","",""
"958","untagged","3","46787","46786","",""
"959","hypergeometric-distribution","173","63109","63108","",""
"960","zero-inflation","499","41459","41458","",""
"967","standardization","688","14286","14285","",""
"968","calc","4","13642","13641","",""
"969","random-matrix","60","254211","254210","",""
"970","amos","67","21865","21864","",""
"972","ward","28","279728","279727","",""
"973","curves","72","","","",""
"975","logistic","6462","28327","28326","",""
"978","caret","459","45728","45727","",""
"980","validity","114","41631","41630","",""
"983","rasch","21","34122","34121","",""
"989","pmml","12","14609","14608","",""
"993","rejection-sampling","86","90223","90222","",""
"994","posterior","803","68971","68970","",""
"995","approximate-bayesian-computation","65","40944","40943","",""
"1004","minitab","79","80709","80708","",""
"1006","natural-language","996","139259","139258","",""
"1009","centering","138","81338","81337","",""
"1010","quasi-monte-carlo","25","326703","326702","",""
"1011","macroeconomics","132","79213","79212","",""
"1015","neweywest","44","258993","258992","",""
"1016","convergence","902","69281","69280","",""
"1017","lags","307","264195","264194","",""
"1018","model-based-clustering","60","","","",""
"1031","2sls","125","21879","21878","",""
"1033","group-differences","554","69285","69284","",""
"1036","reporting","298","200040","200039","",""
"1039","prediction-interval","430","158471","158470","",""
"1040","trimmed-mean","34","63342","63341","",""
"1044","out-of-sample","152","226013","226012","",""
"1047","expectation-maximization","522","17909","17908","",""
"1050","confirmatory-factor","323","38034","38033","",""
"1052","gbm","145","67590","67589","",""
"1054","anderson-darling-test","61","35251","35250","",""
"1055","latin-square","26","103651","103650","",""
"1057","treatment-effect","341","68892","68891","",""
"1058","c#","22","66841","66840","",""
"1061","synthetic-data","69","","","",""
"1068","suppressor","17","156221","156220","",""
"1069","partial","44","339496","339495","",""
"1070","partial-correlation","175","279575","279574","",""
"1071","references","2119","36190","36189","",""
"1074","wishart-distribution","102","235965","235964","",""
"1075","inverse-gamma-distribution","74","62913","62912","",""
"1077","pearson-r","430","65704","65703","",""
"1079","presentation","47","312236","312235","",""
"1080","consistency","304","28239","28238","",""
"1081","lars","51","47986","47985","",""
"1084","gis","43","68991","68990","",""
"1087","quasi-binomial","10","312286","312285","",""
"1094","hac","18","173258","173257","",""
"1095","generalized-least-squares","240","67813","67812","",""
"1097","linear-algebra","510","68780","68779","",""
"1098","parameterization","274","158877","158876","",""
"1100","elections","21","","","",""
"1101","coefficient-of-variation","133","139266","139265","",""
"1106","summations","65","","","",""
"1108","ensemble-learning","383","256070","256069","",""
"1109","unit-root","323","80392","80391","",""
"1111","variogram","68","312023","312022","",""
"1114","quantile-regression","304","68537","68536","",""
"1116","minimum-variance","22","","","",""
"1124","piecewise-linear","57","","","",""
"1130","demography","68","56102","56101","",""
"1132","phd","14","153251","153250","",""
"1133","academia","31","275702","275701","",""
"1134","canonical-correlation","116","72538","72537","",""
"1135","marketing","144","311971","311970","",""
"1139","model","1208","66443","66442","",""
"1140","scipy","254","80707","80706","",""
"1143","prediction","1726","79083","79082","",""
"1147","polynomial","334","92270","92269","",""
"1149","weighted-regression","297","99341","99340","",""
"1151","probability-inequalities","264","255145","255144","",""
"1155","ecology","261","146209","146208","",""
"1156","spearman-rho","388","64948","64947","",""
"1157","paired-data","518","185572","185571","",""
"1158","association-rules","106","","","",""
"1159","statistical-learning","95","151300","151299","",""
"1160","multi-class","356","168955","168954","",""
"1161","timeseries-segmentation","24","296446","296445","",""
"1166","frequency","298","80475","80474","",""
"1167","oversampling","78","357743","357742","",""
"1168","operations-research","46","21796","21795","",""
"1169","gini","102","139269","139268","",""
"1174","internet","44","66013","66012","",""
"1175","conjugate-prior","265","173253","173252","",""
"1177","euclidean","141","348986","348985","",""
"1178","conditioning","99","179672","179671","",""
"1180","method-comparison","120","280563","280562","",""
"1183","bernoulli-distribution","461","68535","68534","",""
"1184","geometric-distribution","135","62891","62890","",""
"1185","weibull-distribution","278","55645","55644","",""
"1186","gumbel-distribution","52","312199","312198","",""
"1187","winbugs","92","47936","47935","",""
"1190","umvue","123","139273","139272","",""
"1191","exponential-family","321","66521","66520","",""
"1198","similarities","426","139231","139230","",""
"1201","gradient-descent","830","158870","158869","",""
"1202","importance-sampling","154","79219","79218","",""
"1205","rms","243","62893","62892","",""
"1209","multiarmed-bandit","148","412520","412519","",""
"1211","sparse","260","67694","67693","",""
"1212","paradox","51","23848","23847","",""
"1213","libsvm","217","64735","64734","",""
"1214","social-science","57","312169","312168","",""
"1218","database","38","66386","66385","",""
"1220","lorenz-curve","6","65508","65507","",""
"1221","geomarketing","3","","","",""
"1224","scikit-learn","1517","24436","24435","",""
"1225","incidence-rate-ratio","76","","","",""
"1227","kaplan-meier","237","243775","243774","",""
"1231","multiple-imputation","413","49035","49034","",""
"1232","risk","172","471228","471227","",""
"1233","point-estimation","190","80368","80367","",""
"1234","offset","159","71876","71875","",""
"1235","skewness","605","32012","32011","",""
"1239","communication","28","25853","25852","",""
"1240","ruby","7","66020","66019","",""
"1242","beta-regression","163","40845","40844","",""
"1243","bayes","228","68610","68609","",""
"1244","unit-information-prior","4","","","",""
"1253","tolerance-interval","44","218349","218348","",""
"1257","change-scores","132","92037","92036","",""
"1258","kernel-trick","626","115894","115893","",""
"1259","fiducial","16","27857","27856","",""
"1260","paired-comparisons","181","139252","139251","",""
"1262","dyadic-data","37","27149","27148","",""
"1264","geometry","134","312163","312162","",""
"1266","linear-dynamical-system","28","260285","260284","",""
"1267","spatial-interaction-model","19","","","",""
"1278","dirichlet-process","124","219199","219198","",""
"1282","segmented-regression","50","475335","475334","",""
"1284","likelihood","1256","65974","65973","",""
"1285","train","291","158881","158880","",""
"1289","multilabel","146","168957","168956","",""
"1290","quasi-likelihood","122","67811","67810","",""
"1293","lm","329","63296","63295","",""
"1294","absolute-risk","17","63376","63375","",""
"1295","rare-events","146","103290","103289","",""
"1297","two-step-estimation","36","29830","29829","",""
"1299","eigenvalues","366","81698","81697","",""
"1302","poisson-process","326","274159","274158","",""
"1304","hyperparameter","511","279502","279501","",""
"1305","z-test","264","79309","79308","",""
"1306","interarrival-time","47","218380","218379","",""
"1307","representative","48","","","",""
"1308","mad","55","30241","30240","",""
"1309","mse","334","30454","30453","",""
"1310","quadratic-form","160","280566","280565","",""
"1319","mplus","52","80693","80692","",""
"1321","case-cohort","30","65318","65317","",""
"1322","social-network","139","38858","38857","",""
"1323","filter","125","","","",""
"1324","topic-models","260","156140","156139","",""
"1325","glmm","836","32458","32457","",""
"1327","rlm","10","65320","65319","",""
"1328","constrained-regression","113","312008","312007","",""
"1329","automatic-algorithms","24","","","",""
"1334","jackknife","43","38855","38854","",""
"1336","fuzzy","75","258884","258883","",""
"1339","climate","31","312264","312263","",""
"1343","gllamm","8","37551","37550","",""
"1344","sequence-analysis","139","34388","34387","",""
"1345","traminer","78","35244","35243","",""
"1347","adjustment","140","483379","483378","",""
"1356","qq-plot","260","38860","38859","",""
"1361","local-statistics","11","","","",""
"1362","vector-autoregression","665","35734","35733","",""
"1368","perl","4","80685","80684","",""
"1371","arithmetic","84","312019","312018","",""
"1373","nonlinear","323","158868","158867","",""
"1374","hierarchical-bayesian","593","37549","37548","",""
"1375","stan","212","54838","54837","",""
"1380","deming-regression","22","","","",""
"1381","pooling","215","279560","279559","",""
"1382","consulting","4","38473","38472","",""
"1386","coda","8","52881","52880","",""
"1388","capture-mark-recapture","30","49843","49842","",""
"1390","sentiment-analysis","92","","","",""
"1392","autoencoders","497","130850","130849","",""
"1395","estimators","623","68567","68566","",""
"1396","blue","33","40690","40689","",""
"1398","sensitivity-analysis","136","40825","40824","",""
"1402","clustered-standard-errors","161","51609","51608","",""
"1403","bagging","155","311859","311858","",""
"1404","deep-learning","1908","117684","117683","",""
"1405","deep-belief-networks","87","279680","279679","",""
"1406","politics","24","225626","225625","",""
"1412","quotation","6","","","",""
"1414","iid","194","44696","44695","",""
"1420","geostatistics","91","312015","312014","",""
"1421","arch","44","217587","217586","",""
"1423","gamm4","37","65305","65304","",""
"1424","crossover-study","65","44810","44809","",""
"1425","rocr","11","44824","44823","",""
"1428","fat-tails","73","45495","45494","",""
"1431","determinant","37","","","",""
"1433","univariate","121","46133","46132","",""
"1435","pymc","235","46637","46636","",""
"1436","risk-difference","13","46727","46726","",""
"1439","restricted-boltzman-machine","135","124756","124755","",""
"1444","value-of-information","5","47834","47833","",""
"1451","average-precision","49","499775","499774","",""
"1453","generalized-moments","146","49005","49004","",""
"1454","gaussian-mixture-distribution","538","69007","69006","",""
"1455","growth-model","129","311977","311976","",""
"1457","variance-inflation-factor","155","49116","49115","",""
"1460","ergodic","64","312209","312208","",""
"1462","ecm","53","77455","77454","",""
"1463","numerical-integration","138","68616","68615","",""
"1466","duan-smearing","3","49879","49878","",""
"1468","environmental-data","29","","","",""
"1469","non-inferiority","26","50294","50293","",""
"1471","compositional-data","118","140289","140288","",""
"1473","sandwich","33","86514","86513","",""
"1475","computer-vision","385","183876","183875","",""
"1479","spectral-analysis","176","183381","183380","",""
"1480","growth-mixture-model","19","51550","51549","",""
"1482","cluster-sample","106","51602","51601","",""
"1483","self-study","7188","51952","51951","",""
"1485","heuristic","29","52549","52548","",""
"1487","poisson-regression","752","52547","52546","",""
"1489","effects","63","117726","117725","",""
"1491","chemometrics","50","158892","158891","",""
"1493","timelines","4","","","",""
"1495","test-equating","5","54602","54601","",""
"1501","fishers-exact-test","387","55972","55971","",""
"1502","mice","154","55697","55696","",""
"1503","qsar","1","56028","56027","",""
"1505","k-medoids","60","","","",""
"1510","valuation","28","255531","255530","",""
"1513","uninformative-prior","94","256068","256067","",""
"1519","qualitative","39","","","",""
"1526","supervised-learning","547","206482","206481","",""
"1529","age","38","","","",""
"1532","markov-chain","98","103049","103048","",""
"1534","double-blind","5","60287","60286","",""
"1540","variance-decomposition","38","211013","211012","",""
"1545","endogeneity","251","61120","61119","",""
"1548","regression-to-the-mean","18","314303","314302","",""
"1549","puzzle","25","61586","61585","",""
"1550","mfcc","9","255232","255231","",""
"1554","underdispersion","37","67698","67697","",""
"1557","artificial-intelligence","268","228480","228479","",""
"1558","np","6","62701","62700","",""
"1560","joint-distribution","687","62343","62342","",""
"1561","starting-values","13","63421","63420","",""
"1562","recursive-model","33","","","",""
"1565","pivot-table","9","62934","62933","",""
"1567","underdetermined","19","63265","63264","",""
"1568","mcnemar-test","134","65535","65534","",""
"1569","subset","114","398144","398143","",""
"1570","planned-comparisons-test","26","","","",""
"1573","anosim","11","80671","80670","",""
"1577","coverage-probability","45","491598","491597","",""
"1579","overfitting","767","81363","81362","",""
"1581","polr","19","80681","80680","",""
"1582","error-message","64","64367","64366","",""
"1587","eviews","77","64871","64870","",""
